,Name,Networth,Country,Source,Rank,Age,Industry
2267,Satyanarayan Nuwal ,$1.3 B,India,industrial explosives,2190,69,Manufacturing 
2268,John Ocampo ,$1.3 B,United States,semiconductors,2190,63,Technology 
2269,Pan Gang ,$1.3 B,China,dairy,2190,51,Food & Beverage 
2270,Forrest Preston ,$1.3 B,United States,health care,2190,89,Healthcare 
2271,Riju Raveendran ,$1.3 B,India,edtech,2190,39,Technology 
2272,P.P. Reddy ,$1.3 B,India,infrastructure,2190,64,Construction & Engineering 
2273,P.V.Krishna Reddy ,$1.3 B,India,infrastructure,2190,52,Construction & Engineering 
2274,Satish Reddy ,$1.3 B,India,pharmaceuticals,2190,54,Healthcare 
2275,Lily Safra ,$1.3 B,Monaco,banking,2190,84,Finance & Investments 
2276,Richard Saghian ,$1.3 B,United States,fast fashion,2190,40,Fashion & Retail 
2277,Deniz Sahenk ,$1.3 B,Turkey,diversified,2190,76,Diversified 
2278,Thomas Sandell ,$1.3 B,Sweden,hedge funds,2190,61,Finance & Investments 
2279,Hajime Satomi ,$1.3 B,Japan,"video games, pachinko",2190,80,Gambling & Casinos 
2280,James Scapa ,$1.3 B,United States,software,2190,65,Technology 
2281,Paul Sciarra ,$1.3 B,United States,Pinterest,2190,41,Media & Entertainment 
2282,Albert Shigaboutdinov ,$1.3 B,Russia,"refinery, chemicals",2190,69,Diversified 
2283,Nobutoshi Shimamura ,$1.3 B,Japan,retail,2190,96,Fashion & Retail 
2284,Ron Sim ,$1.3 B,Singapore,retail,2190,63,Fashion & Retail 
2285,Alexander Sixt ,$1.3 B,Germany,car rentals,2190,42,Automotive 
2286,Konstantin Sixt ,$1.3 B,Germany,car rentals,2190,39,Automotive 
2287,Terry Snow ,$1.3 B,Australia,"airports, real estate",2190,78,Real Estate 
2288,Marco Squinzi ,$1.3 B,Italy,chemical products,2190,50,Construction & Engineering 
2289,Veronica Squinzi ,$1.3 B,Italy,chemical products,2190,50,Construction & Engineering 
2290,Manny Stul ,$1.3 B,Australia,toys,2190,72,Manufacturing 
2291,Rustem Sulteev ,$1.3 B,Russia,"refinery, chemicals",2190,68,Energy 
2292,Sehat Sutardja ,$1.3 B,United States,semiconductors,2190,60,Technology 
2293,Tony Tan Caktiong ,$1.3 B,Philippines,food,2190,69,Food & Beverage 
2294,Jim Thompson ,$1.3 B,United States,logistics,2190,82,Logistics 
2295,Carmen Thyssen ,$1.3 B,Spain,"investments, art",2190,78,Manufacturing 
2296,August Troendle ,$1.3 B,United States,pharmaceutical services,2190,66,Healthcare 
2297,Joop van den Ende ,$1.3 B,Netherlands,TV shows,2190,80,Media & Entertainment 
2298,Sekar Vembu ,$1.3 B,India,business software,2190,50,Technology 
2299,Sandro Veronesi & family ,$1.3 B,Italy,fashion,2190,62,Fashion & Retail 
2300,Wan Long ,$1.3 B,China,food,2190,81,Food & Beverage 
2301,Han Wang ,$1.3 B,China,airline,2190,34,Diversified 
2302,Wang Jianyi ,$1.3 B,China,fiber optic cables,2190,59,Technology 
2303,Wang Qinghua ,$1.3 B,China,electric equipment,2190,56,Manufacturing 
2304,Pengcheng Wen & family ,$1.3 B,China,agribusiness,2190,59,Food & Beverage 
2305,"Alfred West, Jr. ",$1.3 B,United States,money management,2190,79,Finance & Investments 
2306,Dan Wilks ,$1.3 B,United States,natural gas,2190,65,Energy 
2307,Farris Wilks ,$1.3 B,United States,natural gas,2190,70,Energy 
2308,Gang Xu ,$1.3 B,China,Chemicals,2190,58,Manufacturing 
2309,Xu Jin ,$1.3 B,China,wine,2190,57,Food & Beverage 
2310,Tony Xu ,$1.3 B,United States,food delivery service,2190,37,Technology 
2311,Ye Yanqiao ,$1.3 B,China,soy sauce,2190,52,Food & Beverage 
2312,Patrick Zalupski ,$1.3 B,United States,homebuilding,2190,41,Real Estate 
2313,Shengda Zan ,$1.3 B,China,diversified,2190,59,Diversified 
2314,Zeng Chaoyi ,$1.3 B,China,aluminum products,2190,53,Manufacturing 
2315,Zhang Guiping & family ,$1.3 B,China,real estate,2190,70,Real Estate 
2316,Peng Zhao ,$1.3 B,China,online recruitment,2190,51,Service 
2317,Zheng Zhiguo ,$1.3 B,China,drugs,2190,50,Healthcare 
2318,Kostyantin Zhevago ,$1.3 B,Ukraine,mining,2190,48,Metals & Mining 
2319,Zhou Mingjie ,$1.3 B,China,lighting installations,2190,64,Technology 
2320,Zhu Xingliang ,$1.3 B,China,construction,2190,62,Construction & Engineering 
2321,Zhu Yiwen & family ,$1.3 B,China,healthcare,2190,64,Healthcare 
2322,Zong Yanmin ,$1.3 B,China,Semiconductor materials,2190,64,Manufacturing 
2323,Sanjay Agarwal ,$1.2 B,India,banking,2324,51,Finance & Investments 
2324,Hamad bin Jassim bin Jaber Al Thani ,$1.2 B,Qatar,investments,2324,62,Finance & Investments 
2325,Betty Ang ,$1.2 B,Philippines,foods,2324,67,Food & Beverage 
2326,Christian Angermayer ,$1.2 B,Germany,investments,2324,43,Finance & Investments 
2327,Mika Anttonen ,$1.2 B,Finland,oil & gas,2324,55,Energy 
2328,Jose Maria Aristrain ,$1.2 B,Spain,steel,2324,59,Metals & Mining 
2329,Emilio Azcarraga Jean ,$1.2 B,Mexico,TV broadcasting,2324,54,Media & Entertainment 
2330,Thomas Bailey ,$1.2 B,United States,money management,2324,85,Finance & Investments 
2331,Andrei Bokarev ,$1.2 B,Russia,"metals, mining",2324,55,Manufacturing 
2332,Stephane Bonvin ,$1.2 B,Switzerland,real estate,2324,55,Real Estate 
2333,Ashok Boob ,$1.2 B,India,specialty chemicals,2324,70,Manufacturing 
2334,Ludwig Theodor Braun ,$1.2 B,Germany,medical technology,2324,32,Healthcare 
2335,Friederike Braun-Luedicke ,$1.2 B,Germany,medical technology,2324,38,Healthcare 
2336,Pradip Burman ,$1.2 B,India,consumer goods,2324,79,Food & Beverage 
2337,Cai Hongbin ,$1.2 B,China,pharmaceuticals,2324,64,Healthcare 
2338,Chang Kuo-Cheng ,$1.2 B,Taiwan,Transportation,2324,64,Logistics 
2339,Jiancheng Chen ,$1.2 B,China,manufacturing,2324,63,Manufacturing 
2340,Chen Xueling ,$1.2 B,China,stationery,2324,54,Manufacturing 
2341,Cheng Lili ,$1.2 B,China,poultry breeding,2324,57,Food & Beverage 
2342,Yvon Chouinard ,$1.2 B,United States,Patagonia,2324,83,Fashion & Retail 
2343,Luigi Cremonini & family ,$1.2 B,Italy,meat processing,2324,82,Food & Beverage 
2344,Tim Draper ,$1.2 B,United States,cryptocurrency,2324,63,Finance & Investments 
2345,Fan Zhaoxia & family ,$1.2 B,China,photovoltaic equipment,2324,54,Energy 
2346,Gleb Fetisov ,$1.2 B,Russia,investments,2324,55,Telecom 
2347,Robert Fisher ,$1.2 B,United States,Gap,2324,68,Fashion & Retail 
2348,William Fisher ,$1.2 B,United States,Gap,2324,65,Fashion & Retail 
2349,J. Christopher Flowers ,$1.2 B,United States,investments,2324,64,Finance & Investments 
2350,Bernd Freier ,$1.2 B,Germany,fashion retail,2324,65,Fashion & Retail 
2351,Geng Diangen ,$1.2 B,China,Internet,2324,65,Technology 
2352,Dan Gertler ,$1.2 B,Israel,mining,2324,48,Metals & Mining 
2353,David Girouard ,$1.2 B,United States,fintech,2324,56,Finance & Investments 
2354,John Goff ,$1.2 B,United States,real estate,2324,67,Real Estate 
2355,Lawrence Golub ,$1.2 B,United States,private equity,2324,62,Finance & Investments 
2356,Sven Hagströmer ,$1.2 B,Sweden,financial services,2324,78,Finance & Investments 
2357,Fahed Hariri ,$1.2 B,Lebanon,"construction, investments",2324,41,Construction & Engineering 
2358,Richard Hayne ,$1.2 B,United States,Urban Outfitters,2324,74,Fashion & Retail 
2359,He Yamin & family ,$1.2 B,China,manufacturing,2324,65,Manufacturing 
2360,Michael Heine ,$1.2 B,Australia,financial services,2324,72,Finance & Investments 
2361,Heikki Herlin ,$1.2 B,Finland,"elevators, escalators",2324,35,Manufacturing 
2362,Hong Feng ,$1.2 B,China,smartphones,2324,45,Technology 
2363,Hu Kun ,$1.2 B,China,medical equipment,2324,52,Healthcare 
2364,Huang Hongyun & family ,$1.2 B,China,real estate,2324,55,Real Estate 
2365,Shanbing Huang & family ,$1.2 B,China,semiconductors,2324,65,Technology 
2366,Huang Shih Tsai ,$1.2 B,Hong Kong,real estate,2324,70,Real Estate 
2367,Huang Wenbiao ,$1.2 B,China,soy sauce,2324,54,Food & Beverage 
2368,Mohammed Ibrahim ,$1.2 B,United Kingdom,communications,2324,75,Telecom 
2369,Hedda im Brahm-Droege ,$1.2 B,Germany,investments,2324,67,Finance & Investments 
2370,Rameshchandra Jain ,$1.2 B,India,textiles,2324,73,Manufacturing 
2371,Laurent Junique ,$1.2 B,France,call centers,2324,56,Technology 
2372,Zbigniew Juroszek & family ,$1.2 B,Poland,"real estate, gambling",2324,59,Diversified 
2373,Chatchai Kaewbootta ,$1.2 B,Thailand,auto loans,2324,70,Finance & Investments 
2374,Shirley Kao ,$1.2 B,Taiwan,food & beverage retailing,2324,65,Food & Beverage 
2375,Ipek Kirac ,$1.2 B,Turkey,diversified,2324,37,Diversified 
2376,Carsten Koerl ,$1.2 B,Germany,sports data,2324,57,Sports 
2377,Andrei Kosogov ,$1.2 B,Russia,Banking,2324,61,Energy 
2378,John Krystynak ,$1.2 B,United States,mobile games,2324,53,Media & Entertainment 
2379,John Kusuma ,$1.2 B,Indonesia,banking,2324,55,Finance & Investments 
2380,Hartono Kweefanus ,$1.2 B,Indonesia,food manufacturing,2324,72,Food & Beverage 
2381,Kwek Leng Peck ,$1.2 B,Singapore,diversified,2324,66,Diversified 
2382,Kristo Käärmann ,$1.2 B,Estonia,"payments, banking",2324,41,Finance & Investments 
2383,Guy Laliberté ,$1.2 B,Canada,Cirque du Soleil,2324,62,Media & Entertainment 
2384,Lee Sang-ryul ,$1.2 B,South Korea,chemicals,2324,60,Manufacturing 
2385,Lee Seung-gun ,$1.2 B,South Korea,fintech,2324,40,Technology 
2386,Hongjing Li ,$1.2 B,China,auto parts,2324,54,Automotive 
2387,Li Wanqiang ,$1.2 B,China,smartphones,2324,44,Technology 
2388,Lu Hongyan ,$1.2 B,China,online games,2324,44,Media & Entertainment 
2389,Dalong Lv ,$1.2 B,China,telecom services,2324,60,Telecom 
2390,Carsten Maschmeyer ,$1.2 B,Germany,finance services,2324,62,Finance & Investments 
2391,Todd McKinnon ,$1.2 B,United States,software,2324,50,Technology 
2392,Rubens Menin Teixeira de Souza ,$1.2 B,Brazil,"home building, banking",2324,66,Diversified 
2393,Lorinc Meszaros ,$1.2 B,Hungary,diversified,2324,56,Diversified 
2394,Ulrich Mommert & family ,$1.2 B,Austria,lighting,2324,81,Automotive 
2395,Park Kwan-ho ,$1.2 B,South Korea,online games,2324,50,Media & Entertainment 
2396,George Pedersen ,$1.2 B,United States,defense contractor,2324,86,Manufacturing 
2397,David Penaloza Alanis ,$1.2 B,Mexico,toll roads,2324,48,Construction & Engineering 
2398,Stefan Pierer ,$1.2 B,Austria,automotive,2324,65,Automotive 
2399,Murdaya Poo ,$1.2 B,Indonesia,diversified,2324,81,Diversified 
2400,Michael Price ,$1.2 B,United States,investments,2324,69,Finance & Investments 
2401,Leonid Radvinsky ,$1.2 B,United States,e-commerce,2324,40,Technology 
2402,Megdet Rahimkulov & family ,$1.2 B,Russia,investments,2324,76,Finance & Investments 
2403,Andrei Rappoport ,$1.2 B,Russia,investments,2324,58,Finance & Investments 
2404,Dasari Uday Kumar Reddy ,$1.2 B,India,cloud communications,2324,54,Technology 
2405,Helena Revoredo ,$1.2 B,Spain,security services,2324,75,Service 
2406,Duke Reyes ,$1.2 B,United States,beer distribution,2324,65,Food & Beverage 
2407,Nobutada Saji ,$1.2 B,Japan,beverages,2324,76,Food & Beverage 
2408,Leonard Schleifer ,$1.2 B,United States,pharmaceuticals,2324,69,Healthcare 
2409,Airat Shaimiev ,$1.2 B,Russia,"refinery, chemicals",2324,60,Energy 
2410,Radik Shaimiev ,$1.2 B,Russia,"refinery, chemicals",2324,57,Energy 
2411,Vijay Shekhar Sharma ,$1.2 B,India,financial technology,2324,43,Service 
2412,Devi Shetty ,$1.2 B,India,healthcare,2324,69,Healthcare 
2413,Shum Chiu Hung & family ,$1.2 B,China,real estate,2324,52,Real Estate 
2414,Michael Steinhardt ,$1.2 B,United States,hedge funds,2324,81,Finance & Investments 
2415,Petter Stordalen & family ,$1.2 B,Norway,hotels,2324,59,Service 
2416,Winarko Sulistyo ,$1.2 B,Indonesia,paper and pulp,2324,76,Manufacturing 
2417,Sun Huaiqing & family ,$1.2 B,China,cosmetics,2324,52,Fashion & Retail 
2418,Luc Tack ,$1.2 B,Belgium,"textile, chemicals",2324,60,Manufacturing 
2419,Lucio Tan ,$1.2 B,Philippines,diversified,2324,87,Diversified 
2420,Yoshikazu Tanaka ,$1.2 B,Japan,social network,2324,45,Technology 
2421,Stanley Tang ,$1.2 B,United States,food delivery app,2324,29,Technology 
2422,Sam Tarascio ,$1.2 B,Australia,real estate,2324,77,Real Estate 
2423,Alexander Tedja ,$1.2 B,Indonesia,real estate,2324,76,Real Estate 
2424,Laurie Tisch ,$1.2 B,United States,"insurance, NFL team",2324,71,Diversified 
2425,Steven Tisch ,$1.2 B,United States,insurance,2324,73,Diversified 
2426,Stefania Triva ,$1.2 B,Italy,microbiology,2324,57,Healthcare 
2427,Maria Grace Uy ,$1.2 B,Philippines,telecom,2324,53,Telecom 
2428,Wim van der Leegte ,$1.2 B,Netherlands,manufacturing,2324,74,Manufacturing 
2429,Thongma Vijitpongpun ,$1.2 B,Thailand,real estate,2324,64,Real Estate 
2430,Jianfeng Wang & family ,$1.2 B,China,auto parts,2324,52,Automotive 
2431,Wang Jilei ,$1.2 B,China,logistics,2324,57,Logistics 
2432,Wang Junmin ,$1.2 B,China,pharmaceuticals,2324,53,Healthcare 
2433,Wang Kunxiao ,$1.2 B,China,oilfield equipment,2324,52,Manufacturing 
2434,Wang Zhentao & family ,$1.2 B,China,vaccine & shoes,2324,56,Healthcare 
2435,J. Wayne Weaver ,$1.2 B,United States,Shoes,2324,86,Diversified 
2436,Weng Xianding ,$1.2 B,China,medical devices,2324,60,Healthcare 
2437,Horst Wortmann ,$1.2 B,Germany,footwear,2324,80,Fashion & Retail 
2438,Wu Chung-yi ,$1.2 B,Taiwan,manufacturing,2324,66,Manufacturing 
2439,Wu Li-gann ,$1.2 B,Taiwan,electronic components,2324,81,Manufacturing 
2440,Wu Peifu & family ,$1.2 B,China,plastic,2324,60,Manufacturing 
2441,Xiu Laigui ,$1.2 B,China,pharmaceuticals,2324,67,Healthcare 
2442,Yeh Kuo-I ,$1.2 B,Taiwan,manufacturing,2324,80,Manufacturing 
2443,Faxiang Yu ,$1.2 B,China,"tourism, cultural industry",2324,50,Media & Entertainment 
2444,Zeng Chaolin ,$1.2 B,China,Aluminium,2324,39,Metals & Mining 
2445,Zhang Tianyu ,$1.2 B,China,telecommunications,2324,54,Telecom 
2446,Shusheng Zheng ,$1.2 B,China,telecom,2324,56,Telecom 
2447,A. Jayson Adair ,$1.1 B,United States,damaged cars,2448,52,Automotive 
2448,Joao Alves de Queiroz Filho ,$1.1 B,Brazil,pharmaceuticals,2448,69,Diversified 
2449,Ryuji Arai ,$1.1 B,Japan,retail,2448,75,Fashion & Retail 
2450,Sara Blakely ,$1.1 B,United States,Spanx,2448,51,Fashion & Retail 
2451,Lloyd Blankfein ,$1.1 B,United States,banking,2448,67,Finance & Investments 
2452,Henadiy Boholyubov ,$1.1 B,Ukraine,"banking, investments",2448,60,Diversified 
2453,Caspar Callerström ,$1.1 B,Sweden,financial services,2448,48,Finance & Investments 
2454,Kejian Cao ,$1.1 B,China,air compressors,2448,59,Manufacturing 
2455,Turgay Ciner ,$1.1 B,Turkey,diversified,2448,66,Diversified 
2456,Dai Lizhong ,$1.1 B,China,medical testing,2448,53,Healthcare 
2457,Pedro de Godoy Bueno ,$1.1 B,Brazil,health insurance,2448,31,Healthcare 
2458,Aydin Dogan ,$1.1 B,Turkey,media,2448,85,Media & Entertainment 
2459,Wolfgang Egger ,$1.1 B,Germany,real estate,2448,56,Real Estate 
2460,Gabriel Escarrer ,$1.1 B,Spain,hotels,2448,87,Service 
2461,Richard Fairbank ,$1.1 B,United States,banking,2448,71,Finance & Investments 
2462,Andy Fang ,$1.1 B,United States,food delivery app,2448,29,Technology 
2463,Benedicte Find ,$1.1 B,Denmark,medical devices,2448,64,Healthcare 
2464,Paul Fireman ,$1.1 B,United States,Reebok,2448,78,Fashion & Retail 
2465,Donald Friese ,$1.1 B,United States,manufacturing,2448,81,Manufacturing 
2466,Soichiro Fukutake ,$1.1 B,Japan,education,2448,76,Service 
2467,Antonio Gallardo Ballart ,$1.1 B,Spain,pharmaceuticals,2448,86,Healthcare 
2468,David Golub ,$1.1 B,United States,private equity,2448,59,Finance & Investments 
2469,Guan Yihong ,$1.1 B,China,restaurant,2448,52,Food & Beverage 
2470,Stelios Haji-Ioannou ,$1.1 B,Cyprus,EasyJet,2448,55,Service 
2471,Mustafa Hamied ,$1.1 B,India,pharmaceuticals,2448,81,Healthcare 
2472,Han Arming Hanafia ,$1.1 B,Indonesia,data centers,2448,64,Technology 
2473,Ronnen Harary ,$1.1 B,Canada,toys,2448,50,Manufacturing 
2474,David Helgason ,$1.1 B,Iceland,game software,2448,44,Technology 
2475,Christian Herz ,$1.1 B,Germany,coffee,2448,64,Finance & Investments 
2476,Michaela Herz ,$1.1 B,Germany,coffee,2448,64,Finance & Investments 
2477,Eduardo Hochschild ,$1.1 B,Peru,mining,2448,58,Metals & Mining 
2478,Hong Seok-joh ,$1.1 B,South Korea,convenience stores,2448,69,Fashion & Retail 
2479,Huang Jiangji ,$1.1 B,Hong Kong,smartphones,2448,64,Technology 
2480,Huang Xu ,$1.1 B,China,semiconductor,2448,54,Technology 
2481,Subba Rao Jasti ,$1.1 B,India,pharmaceuticals,2448,95,Healthcare 
2482,Long Jiang ,$1.1 B,China,Manufacturing,2448,48,Technology 
2483,Jiang Xuefei & family ,$1.1 B,China,printed circuit boards,2448,52,Technology 
2484,Jonas Kamprad ,$1.1 B,Sweden,IKEA,2448,56,Finance & Investments 
2485,Mathias Kamprad ,$1.1 B,Sweden,IKEA,2448,52,Finance & Investments 
2486,Peter Kamprad ,$1.1 B,Sweden,IKEA,2448,58,Finance & Investments 
2487,Andrew Karam ,$1.1 B,United States,mobile games,2448,40,Media & Entertainment 
2488,Samvel Karapetyan ,$1.1 B,Russia,real estate,2448,56,Construction & Engineering 
2489,Alexander Karp ,$1.1 B,United States,software firm,2448,54,Technology 
2490,Ke Guihua ,$1.1 B,China,auto parts,2448,56,Manufacturing 
2491,Kim Jung-woong ,$1.1 B,South Korea,cosmetics,2448,47,Fashion & Retail 
2492,Harry Klagsbrun ,$1.1 B,Sweden,financial services,2448,67,Finance & Investments 
2493,Alexander Knauf ,$1.1 B,Germany,building materials,2448,47,Manufacturing 
2494,Martin Knauf ,$1.1 B,Germany,building materials,2448,64,Manufacturing 
2495,Robert Knauf ,$1.1 B,Germany,building materials,2448,64,Manufacturing 
2496,Koh Wee Meng ,$1.1 B,Singapore,"real estate, hotels",2448,58,Real Estate 
2497,Sergei Kolesnikov ,$1.1 B,Russia,building materials,2448,50,Manufacturing 
2498,Andrei Komarov ,$1.1 B,Russia,investments,2448,55,Manufacturing 
2499,Koo Bon-neung ,$1.1 B,South Korea,electronics,2448,73,Manufacturing 
2500,Koo Bon-sik ,$1.1 B,South Korea,LG,2448,63,Technology 
2501,Suresh Krishna ,$1.1 B,India,auto parts,2448,85,Automotive 
2502,Nancy Lerner ,$1.1 B,United States,"banking, credit cards",2448,61,Finance & Investments 
2503,Norma Lerner ,$1.1 B,United States,banking,2448,86,Finance & Investments 
2504,Randolph Lerner ,$1.1 B,United States,"banking, credit cards",2448,60,Finance & Investments 
2505,Li Shui-po ,$1.1 B,Taiwan,Manufacturing,2448,65,Manufacturing 
2506,Li Tan ,$1.1 B,China,pharmaceuticals,2448,57,Healthcare 
2507,Li Wenmei & family ,$1.1 B,China,medical equipment,2448,59,Healthcare 
2508,Lim Hariyanto Wijaya Sarwono ,$1.1 B,Indonesia,"palm oil, nickel mining",2448,93,Energy 
2509,Lin Jie & family ,$1.1 B,China,pharmaceuticals,2448,53,Healthcare 
2510,Liu Chengyu & family ,$1.1 B,China,power supply equipment,2448,59,Manufacturing 
2511,Lou Boliang ,$1.1 B,United States,pharmaceuticals,2448,58,Healthcare 
2512,Lun Ruixiang & family ,$1.1 B,China,real estate,2448,54,Real Estate 
2513,Lv Yongxiang ,$1.1 B,China,magnetic switches,2448,72,Manufacturing 
2514,Ma Xiuhui ,$1.1 B,China,LED lighting,2448,51,Manufacturing 
2515,Yasseen Mansour ,$1.1 B,Egypt,diversified,2448,60,Diversified 
2516,Jorge Mas ,$1.1 B,United States,Construction,2448,59,Construction & Engineering 
2517,Michael McCain ,$1.1 B,Canada,packaged meats,2448,64,Food & Beverage 
2518,Gabriella Meister ,$1.1 B,Germany,appliances,2448,64,Manufacturing 
2519,Ulrike Meister ,$1.1 B,Germany,appliances,2448,55,Manufacturing 
2520,Jeffrey Michael & family ,$1.1 B,United States,data management,2448,65,Technology 
2521,Soichiro Minami ,$1.1 B,Japan,internet and software,2448,45,Technology 
2522,Bob Muglia ,$1.1 B,United States,software,2448,62,Technology 
2523,Erik Must ,$1.1 B,Norway,stock brokerage,2448,79,Finance & Investments 
2524,Kerr Neilson ,$1.1 B,Australia,Investments,2448,72,Finance & Investments 
2525,John Oyler ,$1.1 B,United States,biotech,2448,54,Healthcare 
2526,Park Hyeon-joo ,$1.1 B,South Korea,mutual funds,2448,63,Finance & Investments 
2527,Jose Isaac Peres & family ,$1.1 B,Brazil,shopping malls,2448,81,Real Estate 
2528,Catherine Phillips ,$1.1 B,Canada,investments,2448,64,Finance & Investments 
2529,John Phillips ,$1.1 B,Canada,investments,2448,71,Finance & Investments 
